,0
0,-13.176816835368596
1,-13.176816835368596
2,-13.176816835368596
3,-13.176816835368596
4,-13.176816835368596
5,-13.176816835368596
6,-13.176816835368596
7,-13.176816835368596
8,-13.176816835368596
9,-13.176816835368596
10,-13.176816835368596
11,-13.176816835368596
12,-13.176816835368596
13,-13.176816835368596
14,-13.176816835368596
15,-13.176816835368596
16,-13.176816835368596
17,-13.176816835368596
18,-13.176816835368596
19,-13.176816835368596
20,-13.176816835368596
21,-13.176816835368596
22,-13.176816835368596
23,-13.176816835368596
24,-13.176816835368596
25,-13.176816835368596
26,-13.176816835368596
27,-13.176816835368596
28,-13.176816835368596
29,-13.176816835368596
30,-13.176816835368596
31,-13.176816835368596
32,-13.176816835368596
33,-13.176816835368596
34,-13.176816835368596
35,-13.176816835368596
36,-13.176816835368596
37,-13.176816835368596
38,-13.176816835368596
39,-13.176816835368596
40,-13.176816835368596
41,-13.176816835368596
42,-13.176816835368596
43,-13.176816835368596
44,-13.176816835368596
45,-13.176816835368596
46,-13.176816835368596
47,-13.176816835368596
48,-13.176816835368596
49,-13.176816835368596
50,-13.176816835368596
51,-13.176816835368596
52,-13.176816835368596
53,-13.176816835368596
54,-13.176816835368596
55,-13.176816835368596
56,-13.176816835368596
57,-13.176816835368596
58,-13.176816835368596
59,-13.176816835368596
60,-13.176816835368596
61,-13.176816835368596
62,-13.176816835368596
63,-13.176816835368596
64,-13.176816835368596
65,-5.281030870651797
66,-5.281030870651797
67,-5.281030870651797
68,-5.281030870651797
69,-5.281030870651797
70,-5.281030870651797
71,-5.281030870651797
72,-5.281030870651797
73,-5.281030870651797
74,-5.281030870651797
75,-5.281030870651797
76,-5.281030870651797
77,-5.281030870651797
78,-5.281030870651797
79,-5.281030870651797
80,-5.281030870651797
81,-5.281030870651797
82,-5.281030870651797
83,-5.281030870651797
84,-5.281030870651797
85,-5.281030870651797
86,-5.281030870651797
87,-5.281030870651797
88,-5.281030870651797
89,-5.281030870651797
90,-5.281030870651797
91,-5.281030870651797
92,-5.281030870651797
93,-5.281030870651797
94,-5.281030870651797
95,-5.281030870651797
96,-5.281030870651797
97,-5.281030870651797
98,-5.281030870651797
99,-5.281030870651797
100,-5.281030870651797
101,-5.281030870651797
102,-5.281030870651797
103,-5.281030870651797
104,-5.281030870651797
105,-5.281030870651797
106,-5.281030870651797
107,-5.281030870651797
108,-5.281030870651797
109,-5.281030870651797
110,-5.281030870651797
111,-5.281030870651797
112,-5.281030870651797
113,-5.281030870651797
114,-5.281030870651797
115,-5.281030870651797
116,-5.281030870651797
117,-5.281030870651797
118,-5.281030870651797
119,-5.281030870651797
120,-5.281030870651797
121,-5.281030870651797
122,-5.281030870651797
123,-5.281030870651797
124,-5.281030870651797
125,-5.281030870651797
126,-5.281030870651797
127,-5.281030870651797
128,-5.281030870651797
129,-5.281030870651797
130,-5.281030870651797
131,-5.281030870651797
132,-5.281030870651797
133,-5.281030870651797
134,-5.281030870651797
135,-7.10200953726838
136,-7.10200953726838
137,-7.10200953726838
138,-7.10200953726838
139,-7.10200953726838
140,-7.10200953726838
141,-7.10200953726838
142,-7.10200953726838
143,-7.10200953726838
144,-7.10200953726838
145,-7.10200953726838
146,-7.10200953726838
147,-7.10200953726838
148,-7.10200953726838
149,-7.10200953726838
150,-7.10200953726838
151,-7.10200953726838
152,-7.10200953726838
153,-7.10200953726838
154,-7.10200953726838
155,-7.10200953726838
156,-7.10200953726838
157,-7.10200953726838
158,-7.10200953726838
159,-7.10200953726838
160,-7.10200953726838
161,-7.10200953726838
162,-7.10200953726838
163,-7.10200953726838
164,-7.10200953726838
165,-7.10200953726838
166,-7.10200953726838
167,-7.10200953726838
168,-7.10200953726838
169,-7.10200953726838
170,-7.10200953726838
171,-7.10200953726838
172,-7.10200953726838
173,-7.10200953726838
174,-7.10200953726838
175,-7.10200953726838
176,-7.10200953726838
177,-7.10200953726838
178,-7.10200953726838
179,-7.10200953726838
180,-7.10200953726838
181,-7.10200953726838
182,-7.10200953726838
183,-7.10200953726838
184,-7.10200953726838
185,-7.10200953726838
186,-7.10200953726838
187,-7.10200953726838
188,-7.10200953726838
189,-7.10200953726838
190,-7.10200953726838
191,-7.10200953726838
192,-7.10200953726838
193,-7.10200953726838
194,-7.10200953726838
195,-7.10200953726838
196,-7.10200953726838
197,-7.10200953726838
198,-7.10200953726838
199,-7.10200953726838
200,-7.10200953726838
201,-7.10200953726838
202,-7.10200953726838
203,-7.10200953726838
204,-7.10200953726838
205,-7.10200953726838
206,-14.69391444729945
207,-14.69391444729945
208,-14.69391444729945
209,-14.69391444729945
210,-14.69391444729945
211,-14.69391444729945
212,-14.69391444729945
213,-14.69391444729945
214,-14.69391444729945
215,-14.69391444729945
216,-14.69391444729945
217,-14.69391444729945
218,-14.69391444729945
219,-14.69391444729945
220,-14.69391444729945
221,-14.69391444729945
222,-14.69391444729945
223,-14.69391444729945
224,-14.69391444729945
225,-14.69391444729945
226,-14.69391444729945
227,-14.69391444729945
228,-14.69391444729945
229,-14.69391444729945
230,-14.69391444729945
231,-14.69391444729945
232,-14.69391444729945
233,-14.69391444729945
234,-14.69391444729945
235,-14.69391444729945
236,-14.69391444729945
237,-14.69391444729945
238,-14.69391444729945
239,-14.69391444729945
240,-14.69391444729945
241,-14.69391444729945
242,-14.69391444729945
243,-14.69391444729945
244,-14.69391444729945
245,-14.69391444729945
246,-14.69391444729945
247,-14.69391444729945
248,-14.69391444729945
