,0
0,-29.123082523950963
1,-29.123082523950963
2,-29.123082523950963
3,-29.123082523950963
4,-29.123082523950963
5,-29.123082523950963
6,-29.123082523950963
7,-29.123082523950963
8,-29.123082523950963
9,-29.123082523950963
10,-29.123082523950963
11,-29.123082523950963
12,-29.123082523950963
13,-29.123082523950963
14,-29.123082523950963
15,-29.123082523950963
16,-29.123082523950963
17,-29.123082523950963
18,-29.123082523950963
19,-29.123082523950963
20,-29.123082523950963
21,-29.123082523950963
22,-29.123082523950963
23,-29.123082523950963
24,-29.123082523950963
25,-29.123082523950963
26,-29.123082523950963
27,-29.123082523950963
28,-29.123082523950963
29,-29.123082523950963
30,-29.123082523950963
31,-29.123082523950963
32,-29.123082523950963
33,-29.123082523950963
34,-29.123082523950963
35,-29.123082523950963
36,-29.123082523950963
37,-29.123082523950963
38,-29.123082523950963
39,-29.123082523950963
40,-29.123082523950963
41,-29.123082523950963
42,-29.123082523950963
43,-29.123082523950963
44,-29.123082523950963
45,-29.123082523950963
46,-29.123082523950963
47,-29.123082523950963
48,-29.123082523950963
49,-29.123082523950963
50,-29.123082523950963
51,-29.123082523950963
52,-29.123082523950963
53,-29.123082523950963
54,-29.123082523950963
55,-29.123082523950963
56,-29.123082523950963
57,-29.123082523950963
58,-29.123082523950963
59,-29.123082523950963
60,-29.123082523950963
61,-29.123082523950963
62,-29.123082523950963
63,-29.123082523950963
64,-29.123082523950963
65,-23.974268936647896
66,-23.974268936647896
67,-23.974268936647896
68,-23.974268936647896
69,-23.974268936647896
70,-23.974268936647896
71,-23.974268936647896
72,-23.974268936647896
73,-23.974268936647896
74,-23.974268936647896
75,-23.974268936647896
76,-23.974268936647896
77,-23.974268936647896
78,-23.974268936647896
79,-23.974268936647896
80,-23.974268936647896
81,-23.974268936647896
82,-23.974268936647896
83,-23.974268936647896
84,-23.974268936647896
85,-23.974268936647896
86,-23.974268936647896
87,-23.974268936647896
88,-23.974268936647896
89,-23.974268936647896
90,-23.974268936647896
91,-23.974268936647896
92,-23.974268936647896
93,-23.974268936647896
94,-23.974268936647896
95,-23.974268936647896
96,-23.974268936647896
97,-23.974268936647896
98,-23.974268936647896
99,-23.974268936647896
100,-23.974268936647896
101,-23.974268936647896
102,-23.974268936647896
103,-23.974268936647896
104,-23.974268936647896
105,-23.974268936647896
106,-23.974268936647896
107,-23.974268936647896
108,-23.974268936647896
109,-23.974268936647896
110,-23.974268936647896
111,-23.974268936647896
112,-23.974268936647896
113,-23.974268936647896
114,-23.974268936647896
115,-23.974268936647896
116,-23.974268936647896
117,-23.974268936647896
118,-23.974268936647896
119,-23.974268936647896
120,-23.974268936647896
121,-23.974268936647896
122,-23.974268936647896
123,-23.974268936647896
124,-23.974268936647896
125,-23.974268936647896
126,-23.974268936647896
127,-23.974268936647896
128,-23.974268936647896
129,-23.974268936647896
130,-23.974268936647896
131,-23.974268936647896
132,-23.974268936647896
133,-23.974268936647896
134,-23.974268936647896
135,-26.05266452444065
136,-26.05266452444065
137,-26.05266452444065
138,-26.05266452444065
139,-26.05266452444065
140,-26.05266452444065
141,-26.05266452444065
142,-26.05266452444065
143,-26.05266452444065
144,-26.05266452444065
145,-26.05266452444065
146,-26.05266452444065
147,-26.05266452444065
148,-26.05266452444065
149,-26.05266452444065
150,-26.05266452444065
151,-26.05266452444065
152,-26.05266452444065
153,-26.05266452444065
154,-26.05266452444065
155,-26.05266452444065
156,-26.05266452444065
157,-26.05266452444065
158,-26.05266452444065
159,-26.05266452444065
160,-26.05266452444065
161,-26.05266452444065
162,-26.05266452444065
163,-26.05266452444065
164,-26.05266452444065
165,-26.05266452444065
166,-26.05266452444065
167,-26.05266452444065
168,-26.05266452444065
169,-26.05266452444065
170,-26.05266452444065
171,-26.05266452444065
172,-26.05266452444065
173,-26.05266452444065
174,-26.05266452444065
175,-26.05266452444065
176,-26.05266452444065
177,-26.05266452444065
178,-26.05266452444065
179,-26.05266452444065
180,-26.05266452444065
181,-26.05266452444065
182,-26.05266452444065
183,-26.05266452444065
184,-26.05266452444065
185,-26.05266452444065
186,-26.05266452444065
187,-26.05266452444065
188,-26.05266452444065
189,-26.05266452444065
190,-26.05266452444065
191,-26.05266452444065
192,-26.05266452444065
193,-26.05266452444065
194,-26.05266452444065
195,-26.05266452444065
196,-26.05266452444065
197,-26.05266452444065
198,-26.05266452444065
199,-26.05266452444065
200,-26.05266452444065
201,-26.05266452444065
202,-26.05266452444065
