,hip_adduction_l,hip_rotation_l,hip_flexion_l,knee_adduction_l,knee_rotation_l,knee_flexion_l,ankle_adduction_l,ankle_rotation_l,ankle_flexion_l,hip_adduction_r,hip_rotation_r,hip_flexion_r,knee_adduction_r,knee_rotation_r,knee_flexion_r,ankle_adduction_r,ankle_rotation_r,ankle_flexion_r
0,9.688380722696833,40.20869695845258,1.704580815302017,21.248094107597808,29.04893897019612,2.1472238421962904,0.6368769221690355,1.026121441557338,1.1813352573855007,56.23747346296199,35.9721283829303,10.838752294432295,3.9795096284869413,8.748075777578547,3.6924390012688786,17.515797624302714,3.559914478420202,3.9143915382910857
