,hip_adduction_l,hip_rotation_l,hip_flexion_l,knee_adduction_l,knee_rotation_l,knee_flexion_l,ankle_adduction_l,ankle_rotation_l,ankle_flexion_l,hip_adduction_r,hip_rotation_r,hip_flexion_r,knee_adduction_r,knee_rotation_r,knee_flexion_r,ankle_adduction_r,ankle_rotation_r,ankle_flexion_r
0,6.804478492475618,13.800771420383674,1.4364804736622994,2.7048912032245047,6.281916370163072,2.931314880820227,3.509566359886193,3.9310212429688614,1.668375141264182,4.648975912581923,4.236204139980449,1.0480734247622596,2.12617362794174,4.7007180287526635,2.230969554352529,3.562960262449823,1.4144634127033708,0.9944072918540963
