,hip_adduction_l,hip_rotation_l,hip_flexion_l,knee_adduction_l,knee_rotation_l,knee_flexion_l,ankle_adduction_l,ankle_rotation_l,ankle_flexion_l,hip_adduction_r,hip_rotation_r,hip_flexion_r,knee_adduction_r,knee_rotation_r,knee_flexion_r,ankle_adduction_r,ankle_rotation_r,ankle_flexion_r
0,9.256065554104968,10.6721882669305,2.9750659765751832,4.852801388285272,9.462833251047787,1.9998917196646506,4.594254293345699,3.275618162276224,1.3860588682873183,5.60242951365761,8.832701899134163,2.0406593747379884,19.027562934604152,13.946134862930279,5.506369479439978,8.517267691098265,5.124059603722987,10.155572308791841
