,hip_adduction_l,hip_rotation_l,hip_flexion_l,knee_adduction_l,knee_rotation_l,knee_flexion_l,ankle_adduction_l,ankle_rotation_l,ankle_flexion_l,hip_adduction_r,hip_rotation_r,hip_flexion_r,knee_adduction_r,knee_rotation_r,knee_flexion_r,ankle_adduction_r,ankle_rotation_r,ankle_flexion_r
0,5.933239872697871,7.6580790746570955,1.7079457458699943,3.889473122397709,5.137791665255777,1.2698006627807663,2.8915249757436072,3.7919595660363403,4.2613840986740605,4.945227239939504,6.112587837649196,1.530631908734573,5.538501781335063,3.6788315032338863,2.018052873089129,106.7905642796717,23.617724356356092,18.96365815972556
