,hip_adduction_l,hip_rotation_l,hip_flexion_l,knee_adduction_l,knee_rotation_l,knee_flexion_l,ankle_adduction_l,ankle_rotation_l,ankle_flexion_l,hip_adduction_r,hip_rotation_r,hip_flexion_r,knee_adduction_r,knee_rotation_r,knee_flexion_r,ankle_adduction_r,ankle_rotation_r,ankle_flexion_r
0,19.542368480524853,19.29272344686137,3.052774645386878,3.8607975152367833,6.09344033250574,2.209067838729352,3.692765621658651,2.938516283380809,2.2653003542307504,18.004379502622704,8.936768052260096,1.2730691911623657,9.364147025839575,7.424911480298762,2.1291032337913385,4.803016538450244,4.565044967467438,3.6233054901311097
