,hip_adduction_l,hip_rotation_l,hip_flexion_l,knee_adduction_l,knee_rotation_l,knee_flexion_l,ankle_adduction_l,ankle_rotation_l,ankle_flexion_l,hip_adduction_r,hip_rotation_r,hip_flexion_r,knee_adduction_r,knee_rotation_r,knee_flexion_r,ankle_adduction_r,ankle_rotation_r,ankle_flexion_r
0,9.131391166959828,21.49853842221417,5.951017551923636,13.07003223749792,19.170440249389824,4.636483006282738,6.553211543281328,3.4085383688804263,0.8174771756322822,35.5020062449483,14.607034162761277,2.8384482560412407,0.649958241805508,7.1011688542519975,3.3491544782532836,2.4294901358612853,6.7735556431581,1.162783317103592
