,hip_adduction_l,hip_rotation_l,hip_flexion_l,knee_adduction_l,knee_rotation_l,knee_flexion_l,ankle_adduction_l,ankle_rotation_l,ankle_flexion_l,hip_adduction_r,hip_rotation_r,hip_flexion_r,knee_adduction_r,knee_rotation_r,knee_flexion_r,ankle_adduction_r,ankle_rotation_r,ankle_flexion_r
0,6.99293376900023,28.997164254174777,2.291319293234342,5.866184538470892,6.975030964209016,3.695560761130462,2.3766838115328546,1.2335952550365454,2.3099449716829326,10.825130155601212,20.296204880280285,7.945806785556558,1.0587979975913695,6.395764563627141,0.9363602265140704,1.2200121792398384,2.8691319464606444,0.7624629199574557
