,hip_adduction_l,hip_rotation_l,hip_flexion_l,knee_adduction_l,knee_rotation_l,knee_flexion_l,ankle_adduction_l,ankle_rotation_l,ankle_flexion_l,hip_adduction_r,hip_rotation_r,hip_flexion_r,knee_adduction_r,knee_rotation_r,knee_flexion_r,ankle_adduction_r,ankle_rotation_r,ankle_flexion_r
0,3.9247796043273917,2.630252356940671,2.2386871141328357,6.16320154049803,2.0341119374994565,0.7051506685139922,4.028267937554507,1.2514957822628519,0.6636840773646455,19.05864449063298,11.76870045959162,4.150152946735442,7.133495188897827,3.0217287758049483,1.6954233852879412,5.845786087269109,5.026523486923256,4.064457861604978
